file,threshold,winner,rounds
Ward4-CumbernauldEast_n-lanarks17-004.csv,0.22,Tom JOHNSTON (SNP),6
Ward4-CumbernauldEast_n-lanarks17-004.csv,0.23,Tom JOHNSTON (SNP),6
Ward4-CumbernauldEast_n-lanarks17-004.csv,0.24,Tom JOHNSTON (SNP),6
Ward4-CumbernauldEast_n-lanarks17-004.csv,0.25,Tom JOHNSTON (SNP),6
Ward4-CumbernauldEast_n-lanarks17-004.csv,0.26,Tom JOHNSTON (SNP),6
Ward4-CumbernauldEast_n-lanarks17-004.csv,0.27,Tom JOHNSTON (SNP),6
Ward4-CumbernauldEast_n-lanarks17-004.csv,0.28,Tom JOHNSTON (SNP),6
Ward4-CumbernauldEast_n-lanarks17-004.csv,0.29,Tom JOHNSTON (SNP),6
Ward21NorthEast_glasgow17-021.csv,0.0,Ruairi KELLY (SNP),8
Ward21NorthEast_glasgow17-021.csv,0.01,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.02,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.03,Ruairi KELLY (SNP),8
Ward21NorthEast_glasgow17-021.csv,0.04,Ruairi KELLY (SNP),8
Ward21NorthEast_glasgow17-021.csv,0.05,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.06,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.07,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.08,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.09,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.1,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.11,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.12,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.13,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.14,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.15,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.16,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.17,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.18,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.19,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.2,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.21,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.22,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.23,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.24,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.25,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.26,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.27,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.28,Maureen BURKE (Lab),8
Ward21NorthEast_glasgow17-021.csv,0.29,Maureen BURKE (Lab),8
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.0,Moray Charles GRANT (SNP),6
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.01,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.02,Sam PAYNE (Con),6
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.03,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.04,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.05,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.06,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.07,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.08,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.09,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.1,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.11,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.12,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.13,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.14,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.15,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.16,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.17,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.18,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.19,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.2,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.21,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.22,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.23,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.24,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.25,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.26,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.27,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.28,Sam PAYNE (Con),7
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,0.29,Sam PAYNE (Con),7
Oakland_11082022_Schoolboarddistrict4.csv,0.0,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.01,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.02,NICK RESNICK,3
Oakland_11082022_Schoolboarddistrict4.csv,0.03,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.04,PECOLIA MANIGO,3
Oakland_11082022_Schoolboarddistrict4.csv,0.05,NICK RESNICK,3
Oakland_11082022_Schoolboarddistrict4.csv,0.06,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.07,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.08,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.09,NICK RESNICK,3
Oakland_11082022_Schoolboarddistrict4.csv,0.1,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.11,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.12,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.13,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.14,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.15,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.16,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.17,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.18,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.19,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.2,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.21,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.22,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.23,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.24,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.25,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.26,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.27,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.28,MIKE HUTCHINSON,3
Oakland_11082022_Schoolboarddistrict4.csv,0.29,MIKE HUTCHINSON,3
AnnandaleNorthWard_dumgal12-12.csv,0.0,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.01,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.02,(Con) Roger GRANT,4
AnnandaleNorthWard_dumgal12-12.csv,0.03,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.04,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.05,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.06,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.07,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.08,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.09,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.1,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.11,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.12,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.13,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.14,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.15,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.16,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.17,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.18,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.19,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.2,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.21,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.22,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.23,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.24,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.25,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.26,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.27,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.28,(Con) Gail MACGREGOR,3
AnnandaleNorthWard_dumgal12-12.csv,0.29,(Con) Gail MACGREGOR,3
Ward3-ForfarandDistrict_ward3.csv,0.0,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.01,Ian MCLAREN (Ind),5
Ward3-ForfarandDistrict_ward3.csv,0.02,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.03,Linda CLARK (SNP),6
Ward3-ForfarandDistrict_ward3.csv,0.04,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.05,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.06,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.07,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.08,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.09,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.1,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.11,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.12,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.13,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.14,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.15,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.16,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.17,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.18,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.19,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.2,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.21,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.22,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.23,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.24,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.25,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.26,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.27,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.28,Ian MCLAREN (Ind),6
Ward3-ForfarandDistrict_ward3.csv,0.29,Ian MCLAREN (Ind),6
Ward03-Kilwinning_n-ayrshire12-03.csv,0.0,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.01,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.02,Joe CULLINANE (Lab),10
Ward03-Kilwinning_n-ayrshire12-03.csv,0.03,Joe CULLINANE (Lab),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.04,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.05,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.06,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.07,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.08,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.09,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.1,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.11,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.12,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.13,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.14,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.15,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.16,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.17,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.18,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.19,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.2,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.21,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.22,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.23,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.24,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.25,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.26,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.27,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.28,John FERGUSON (SNP),11
Ward03-Kilwinning_n-ayrshire12-03.csv,0.29,John FERGUSON (SNP),11
JedburghandDistrictWard_sc-borders12-09.csv,0.0,Len WYSE (Con),4
JedburghandDistrictWard_sc-borders12-09.csv,0.01,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.02,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.03,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.04,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.05,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.06,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.07,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.08,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.09,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.1,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.11,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.12,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.13,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.14,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.15,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.16,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.17,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.18,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.19,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.2,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.21,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.22,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.23,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.24,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.25,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.26,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.27,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.28,Jim BROWN (SNP),4
JedburghandDistrictWard_sc-borders12-09.csv,0.29,Jim BROWN (SNP),4
ForfarandDistrict_angus12-03.csv,0.0,(Ind) COLIN BROWN,6
ForfarandDistrict_angus12-03.csv,0.01,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.02,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.03,(Ind) Ian MCLAREN,6
ForfarandDistrict_angus12-03.csv,0.04,(SNP) Lynne DEVINE,5
ForfarandDistrict_angus12-03.csv,0.05,(SNP) Lynne DEVINE,5
ForfarandDistrict_angus12-03.csv,0.06,(SNP) Lynne DEVINE,5
ForfarandDistrict_angus12-03.csv,0.07,(SNP) Lynne DEVINE,5
ForfarandDistrict_angus12-03.csv,0.08,(SNP) Lynne DEVINE,5
ForfarandDistrict_angus12-03.csv,0.09,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.1,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.11,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.12,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.13,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.14,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.15,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.16,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.17,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.18,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.19,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.2,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.21,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.22,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.23,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.24,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.25,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.26,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.27,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.28,(SNP) Lynne DEVINE,6
ForfarandDistrict_angus12-03.csv,0.29,(SNP) Lynne DEVINE,6
